id	text	sentiment
1618163091577135106	Norwegen will Leopard 2 liefern: USA könnten mehr als 30 Abrams an Ukraine übergeben \n\nNorwegen will Leopard 2 liefern USA k... https://t.co/QsGPfhTmgM\nhttps://t.co/QsGPfhTmgM	0
1609189898866814976	Und nächstes Jahr beginnt zusätzlich eine Dekade mit El Niño. Das macht mir Angst. #Klimakatastrophe https://t.co/A4oIfah6ys	1
1619975995582447618	Wenn der Faschismus wiederkehrt, wird er nur noch lachen und sagen: Ihr habt mich wieder nicht erkannt, und ich musste mich nicht mal mehr verkleiden\n\nIch brauchte nur bisschen Krawallpropaganda von #CDU-Rechtskonservativen, #AfD #Bild #Welt #servustv &amp;Co\n\nhttps://t.co/61JuP6oVRI	2
1608944824618741760	#Energiewende neunzig Prozent der Menschheit verhält sich vernünftig und neutral,nur die Bundesregierung muss bei den Lehrmeister zehn Prozent sein und wir müssen dafür bezahlen	0
1621596194295119872	#Liberallalas #Spezialdemokraten und #Olivgrüne bilden eine #ZitronenAmpel und die „Alternative“ sind #AFD-Nazis, rechtsgewirkte, reaktionäre #Merzianer und putinverseuchte #Linke - fühle nur ich mich so „lost“ von dem derzeitigen Politik“Angebot“??? 🤔🤔🤔🤔🤔	2
1626964540385640448	Menschen mit Indexmietvertrag bangen: Die Inflation steigt-und damit auch ihre Miete. Grüne&amp;SPD wollen Mieter*innen besser schützen, doch Buschmann (FDP) blockiert. Unterzeichne jetzt die WeAct-Petition gegen unfaire Indexmieten!  https://t.co/ToTMAzr11J	2
1603668927673933826	Die Nutzung von Stecker-Solaranlagen muss radikal vereinfacht und öffentlich gefördert werden, fordern @Umwelthilfe und ein neues Unterstützungs-Bündnis. Millionen Haushalte könnten sich dann an der #Energiewende beteiligen und ihre Stromkosten senken. https://t.co/8d37aAmk13	0
1598244813174104064	Hallo #Klimawandel , bei dieser #Inflation haben wir auf dich gezählt... Was machst du stattdessen? Wir frieren uns buchstäblich den Arsch ab! #diegoldenenzwanziger	2
1599554531062419458	Aktuelles Schumann-Update: December 05, 2022 at 07:01AM\n\n--------------------\nMehr Infos auf: https://t.co/KYKGj3bZg1 oder auf Telegram: https://t.co/UotxQuZqLL\n--------------------\n\n#schumannresonanz #schumannresonance #Sonnenwind #Erdbeben #vulkane #sonnensturm #blackout https://t.co/8TH4ztkGWM	0
1632606796698222593	54,7% sind der #inflation nicht gewachsen. Das ist das Fazit!\n\nAber druckt einfach weiter Geld. Wird schon passen...... https://t.co/3zJLpNnGfL	2
1617282670958116864	Bidirektionales Laden könnte eine intelligente Lösung sein, um das #stromnetz zu entlasten. Wenige #elektroauto-Hersteller bieten diese Technik schon an. Die Zukunft ist #V2G #V2H und #V2L\n#hyundai #Kia #Ford  #elektronikzeit #energiewende\nhttps://t.co/TcFTs2RO3s	1
1599785803994914816	"CCS steht für ""Carbon Capture and Storage"", also das Abscheiden und unterirdische Speichern von CO2.\n\nDie Industrie wirbt immer wieder dafür, #CCS an ihre Kohle- und Gaskraftwerke anzuschließen – um ihr fossiles Business mit Kohle, Öl &amp; Gas einfach weiter betreiben zu können. 🙄"	1
1630598040263221248	Die Zeichen mehren sich, wie schlecht es um die #Ukraine steht.\n\nUnd bis die Panzer da sind, ist der Boden aufgetaut und die Panzer stecken im Schlamm fest. Besser sie verhandeln jetzt, bevor sie noch mehr verlieren. https://t.co/Z6gQYDzKui	1
1611814519050838016	1/Gedanken...😉 zu Ru..\nalles, was die derzeitige ru Regierung anfasst, zu Scheiße💩 wird.\nEs ist nicht der Erbe der oben genannten Großmächte, \n[ Zaren,UdSSR] sondern 1 multinationales &amp; inkompetentes Gesindel von Oligarchen &amp; Sicherheitsbeamten, die versuchen, ihre	2
1600877735492038656	Son Umsturz funktioniert schon so:\n\n- man rennt mit seinen Leuten in den Bundestag\n- man fordert Olaf zu einem Kampf auf Leben und Tod\n- wenn man gewinnt wird man neuer Häuptling\n\nOder?	0
1615021941810683905	"#Wahlrechtsreform Genau andersherum wäre richtig: Zweitstimme weg. Fokus auf Parteien damit beseitigen. Nur noch direkt gewählte Vertreter der Wahlbezirke in den ""Bundestag"" als echte Bundesversammlung. Jeglichen Fraktionszwang als verfassungsfeindliche Bestrebung verfolgen."	0
1618045849040482305	Die deutsche Lieferung von Panzern war unter anderem die erfolgreichste Propaganda-Show der Transatlantiker since 1945. Die Leitmedien tragen große Schuld daran, dass es so weit gekommen ist.	2
1597163113723281410	"wie ist denn das mit der #Strompreisbremse bei e-autos? zählt da auch der ""historische"" verbrauch des haushalts, werden die separat rausgerechnet, bekommen die sonderpreise? fragen über fragen wertes @BMWK .\n#Habeck #Stromversorgung"	0
1617492852778442757	Die Wahrscheinlichkeit einer Rezession nimmt ab  #DaleepSingh #Finanzanlagen #Geldpolitik #inflation #Investment #PGIMFixedIncome\n\nhttps://t.co/2Yj4l6ZQP5	1
1601602834595688448	Die #Inflation führt zu höheren Preisen an Weihnachtsmärkten: In #Bern zahlen Gäste jetzt gar 6,90 Franken für einen #Glühwein! Das ist so teuer wie in #Zürich.\nhttps://t.co/24tUNHLSkQ	2
1621486166825472000	Ukraine-Projekt der Handwerkskammer: SPD-Bundestagsabgeordneter Christos Pantazis lobt Engagement für Geflüchtete &gt;&gt; https://t.co/WHJtCevVQA #Braunschweig #Regionalnachrichten	0
1613409714045321217	"📺🥊 Beim 1. TV-Schlagabtausch im Landtags-Wahljahr im BR Fernsehen sorgte das Thema ""#Zuwanderung und Flucht"" für Streit unter den Parteien.\n\n#BayernTrend #BR24Wahl #ltwby23\n@LudwigHartmann @HubertAiwanger @FlorianvonBrunn @_MartinHagen\n\nhttps://t.co/p8H4Ykq44m"	0
1597586719637143555	Sehr gut auf den Punkt gebracht von @PaulineBruenger! Wir benötigen keine kostspieligen jahrzehntelangen Gas-Lieferverträge, wenn wir jetzt konsequent die #Energiewende vorantreiben. https://t.co/Brw3KqMrtg	1
1618238361222909952	Was die #CDU scheinbar nicht kapiert, ist die Tatsache, daß die Bevölkerung keine #Migration wünscht. https://t.co/T7LR23EGNv	2
1603763151597699073	Die anhaltende❄️ #Kälte 🥶bringen unsere #Gasreserven in einen kritischen Bereich! \nSo darf es mit dem #Gasverbrauch für #Strom und #Heizen 🔥nicht weitergehen, … sonst herrscht schnell #Gasmangellage\n🌌Gefahr für #Blackout #Stromengpass https://t.co/f19jgZj6RV	2
1615638967852085254	"Liebe Grünen,\n\nDer Leopard 2 ist nicht nur ein Killer sondern auch ein Klimakiller.\n\n""Mit dem Sprit von einer Stunde Panzerfahrt fährt ein normaler Pkw fünf Mal von Hamburg nach München."""	2
1593306582586105856	Inflation und hohe Energiekosten – DB Cargo hebt Preise massiv an\n\nhttps://t.co/aWhYvmGpKA\n\n#Inflation #Energiekosten #DBCargo #Güterverkehr #DeutscheBahn #Bahn #DB #Preiserhöhung #Wirtschaft #Industrie #Staatskonzern	2
1616046981364809728	Unsere Freiheit, und auch die unserer pseudolinken und rechten Putinfreunde, wird in der Ukraine verteidigt.\nUnd was macht der demente Scholz und seine immer schon\nrusslandfreundliche SPD?\nSCHOLZ  VERWEIGERT\nUNSERE VERTEIDIGUNG  !!! https://t.co/SPFQ9DJPOI	1
1625982763240239104	Mittenmang die wütende Kommentierung des Ausblendens linksliberaler BelizistInnen zum #Krieg der #Ukraine seit 2014 (!) gegen die Volksrepubliken im Osten, den Wahnsinn, dass die Eskalation mit Waffenlieferungen zu einem sich ausweitenden Krieg führt.\n\n#SerdarSomuncu #Frieden https://t.co/Zljf8Tp56T	2
1626871996230299648	Wir bekommen eine Lohnerhöhung und eine Einmalzahlung\nDie Einmalzahlung wird direkt als Anzahlung fürs nächste Tattoo genommen 😅	1
1601314944712314880	Der überwiegende Teil Heizkosten. WHY. Ich heize sehr spät und konnte früh aufhören wegen Südseite und hatte die Heizung nie über 2. \nMuss ich dann jetzt schonmal aufhören mit heizen damit ich nächstes Jahr nicht komplett in Armut verfalle oder was?	2
1632360213826207744	Inflation, Heizkosten und Strompreise hat doch die CDU /CSU jahrzehntelang verbockt, wenn nicht lobbyistengesteuert boykottiert .Ihre Partei hat keine Lösung, nur motzen kann sie. Erbärmlich https://t.co/MJvYyWb03P	2
1634091413607534594	Wenn Deutsche sagen, man könne keinen Verhandlungswillen bei Putin erkennen, dann geht es dabei darum, dass man den Krieg selbst will. Diplomatie würde anders vorgehen. Die Diplomatie fragt nach Kompromissen.\n\nDiese Weigerung wird teuer werden. \n\n#Ukraine\n#Putin	2
1633469884867936256	Tichy:»Jedes Jahr wieder: das linke Märchen von der 18-Prozent-Lohnlücke: „Sechsundsechzig Tage arbeiten Frauen in Deutschland im Schnitt umsonst“, verkündete der Grünen-Politiker Michael Kellner, Parlamentarischer Staatssekretär im… https://t.co/NSJl66seAO «	2
1608890200499052549	Oskar Lafontaine, diese Regierung und der Ukraine-Krieg https://t.co/Xfyx9Z3oxM via @YouTube	0
1627314518194896898	Einwanderung: Grüne Realos fordern andere Migrationspolitik https://t.co/BSOG5iwrtY	0
1595022525565583366	Danke an unser Technikteam, das die Störung in #Hamburg #BarmbekSüd um 12:50 Uhr behoben hat. #Stromausfall	0
1618659986997141504	"genau dass sind die ""Fachkräfte"" die alle hier haben wollen!!! https://t.co/dOKfQroyT6"	2
1618167412620419072	Für welche Freiheit,die der Oligarchen und der korrupten Minister, für Nazi Regimenter und faschistische Nationalhelden (Bandera)? Für Religions Verbote, für Parteien Verbote, für Medien Verbote,für die Verfolgung von Minderheiten,für die öffentliche Folterung von Menschen? NEIN! https://t.co/Re8fkG3qsi	2
1600876963844980736	Die Koalition zeichne sich aus darin, eine gemeinsame Fortschrittsperspektive aus unterschiedlichen Blickwinkeln zu entwickeln. https://t.co/WXa6Iqs5tE	0
1623753889584410625	In #Peutenhausen (Oberbayern) versuchen Rassist*innen die Stimmung im Ort gegen die Geflüchteten weiter anzustacheln. \nHeute präsentierten Nazis ein rassistisches Banner vor der Unterkunft.\n\n#Kaltland #RechterTerror\n\nhttps://t.co/3lLy3Gh2vi	1
1615715997041807362	Nächsten Monat jährt sich der Angriffskrieg gegen die Ukraine. Wie unglaublich unwirklich sich das anfühlt, während es weiterhin brutale Wirklichkeit ist. #UkraineKrieg #UkraineRussland #ImaginePeace	0
1626301178832162818	Globaler Klimastreik am 03.03. um 13:31 Uhr!!!\nKommt und demonstriert mit uns am Rathausplatz in Hameln für Klimagerechtigkeit.\n#Klimastreik #FridaysForFuture	1
1630581704611057665	Kann jemand ausrechnen, wie groß der volkswirtschaftliche Schaden ist, der Jürgen Rüttgers „Kinder statt Inder“ verursacht hat?\nIn UK ist ein Inder sogar Premierminister. Die besten Fachkräfte sind weg. \n#DankeCDU	1
1613574282847686675	Nazis kontrollieren wirklich die Ukraine! Antwort an MrWissen2go | Fakte... https://t.co/7REbBdELyO via @YouTube	2
1611543054124548099	Diese Regierung hat die Pflicht uns vor Gewaltbereiten Migranten zu schützen,und müssen diese abschieben.	2
1616367664095436803	Ich hab von Anfang an gesagt, dass die FDP jedes Nachfolgemodell des #9EuroTicket, so ungeeignet es für Armutsbetroffene auch sein mag, komplett sabotieren wird. #Wissing beweist, dass die FDP einfach alles tut, um die Lebensgrundlage für alle Menschen effektiv zu zerstören.	0
1614936095807995904	#Lambrecht ja zeit zu gehen,#Scholz sollte ihr folgen \n#Habeck übernimmt das \n#Kanzleramt \nDas wäre ein \nBefreiungsschlag\n für #Deutschland\nUnter der #Regierung von Scholz  ist kaum tragbar !\nOberste #Priorität  gilt es den #Krieg zu beenden!\nScholz ist ein \n#Träumer	2
1630208581231431681	Die Sanktionen der EU gegen Russland sollen laut den EU-Politikern dazu dienen Russland die Mittel zu Führung des Krieges gegen die NATO in der Ukraine entziehen. Mittlerweile sind wir beim zehnten Sanktionspaket angelangt, die Wirkung auf die	2
1616549336132771840	Erklärung des US-Verteidigungsminister #Austin über Panzer für die #Ukraine nach #Ramstein:\n\nDie Ukraine wird keine US-Abrams-Panzer erhalten.\nEinige EU-Länder sind bereit, vorhandene #Leopard Panzer abzugeben, aber es wurde noch keine Einigung erzielt\n\nhttps://t.co/0iDlBD828o	0
1622681072973582343	"😳Manchmal frage ich mich ja...\n\n""Ex-Bundeskanzlerin Angela Merkel soll mit dem Unesco-Friedenspreis ausgezeichnet werden. Die Jury lobte ihre Entscheidung im Jahr 2015 Flüchtlinge aufzunehmen.""\nhttps://t.co/ZYH0yZU7bo"	0
1622942282784681984	In Sachen bezahlbare und sichere Energieversorgung ist die @fdp ein Totalausfall. @olafinderbeek ist nicht in der Lage, die Notwendigkeit für #Energieeffizienz zu erkennen. Die Folge sind unnötige Abhängigkeiten und hohe Energiekosten. https://t.co/HKd1z6q4co	2
1610609014441639936	Melnyk hat gesagt die Ukrainer fühlen sich nicht willkommen.  Wie jetzt, kann jetzt jeder in Deutschland bleiben? \n\nhttps://t.co/xQJG6SGYQ4	2
1619583397910691841	4 Tage nachdem Kanzler Olaf Scholz grünes Licht für die Lieferung v14 Leopard-2-Kampfpanzern an die Ukraine gegeben hat,gehen die Forderungen weiter.Der ehemalige ukrainischeBotschafter in Deutschland,Andrij Melnyk,pocht auf die Lieferung deutscher U-Boote https://t.co/yT2KHfseKX	2
1594626088042463232	#Inflation : „Ein spektakulärer #Preisrückgang“: #Erzeugerpreise sinken wider #Erwarten erstmals seit zweieinhalb #Jahren https://t.co/2dQbknCxJV	1
1587676539742834690	Versteh einer #Gas..?     Ich nicht!\n\n#Gaspreisbremse #Gaspreisdeckel #Ampel https://t.co/8kIItDrG9H	0
1603100095104573440	Weil’s dringend ist: Die #Linke wollte ihn ursprünglich vertagen🤯, doch jetzt ist er über die Konsensliste durch🎉: Unserer Antrag „Bürger*innen nicht alleine lassen - Beratungen zu steigenden Energie- &amp; Lebensunterhaltungspreise einrichten.“ #Energiekrise #XhainEntlasten	0
1600777564209188864	#Inflation 🔝 \n\nFood-Inflation trifft nun die Armen!\n\n#AmpelDesGrauens https://t.co/JWWa1g336P	2
1619376835791581186	Ukrainekrieg: Kommen nach den Panzern jetzt Kampfjets? https://t.co/X7CkaoBWFD via @rponline	0
1596506259175374851	Was stimmt nicht mit ihnen ….\nExperte für Kriegsführung oder was …. Sehnsucht auf Dritte Weltkrieg …. Diese ständige rufe an Waffen und Milliarden dass Kriminelle Korrupte Oligarchen und Nazis Ukraine Gut Leben können ….!!!! https://t.co/PJ0KvznJIq	2
1634481740751183872	Jeder weiss es.\n\nWer #Kernenergie abstellt, muss #Kohle hochfahren.\n\nDen #Grünen ist das #Klima egal. \n\nJeder sieht es.\n\nKeiner kann es mehr leugnen. https://t.co/KK9exWkz3O	2
1619245024260272128	Früher hatten wir die braunen Sozialisten die den Faschismus in Deutschland etabliert haben, heute sind es die #Grünen Sozialisten die den Faschismus in Deutschland etablieren wollen! #Habeck #Baerbock #Bundestag #Grüne https://t.co/Z7VAY40zCJ	2
1616356271073988609	Die #NoAfD und parlamentarische Anfragen an die Regierung: Weniger Rassismus, dafür mehr Angriffe auf die Demokratie und politische Bildung. https://t.co/b5EIymxKUL	0
1588117610968883202	Jede #Kilowattstunde zählt in der Energiekrise. \nDarum wird ab dem 1. Januar die sogenannte 70%-Kappung für kleine #PV-Anlagen abgeschafft. Besitzer*innen durften bisher nur 70 % ihres Stroms in das Netz einspeisen.\nEine gute Entscheidung von Robert #Habeck &amp; der Bundesregierung. https://t.co/glU0GLdT1L	1
1586561342860820482	#Gruene #Deutsche Dummheit beim #Gas macht #USA-Spekulanten Spaß. #Energiepreise #Wirtschaft	2
1617981644950114305	Ich hasse diese Kriegstreiber. Ich verachte diese Regierung mit jeder Faser meiner Seele. Ich hoffe, ihr erstickt alle an euren Ukroflaggen, wenn die Raketen hier einschlagen. 🖕 https://t.co/AGcqa7edLJ	2
1612808273161248772	Messen sind Wirtschaftsmotore, besonders in der Hauptstadt! Jeder Messe-Euro Umsatz resultiert in sechs Euro zusätzliche Kaufkraft in Berlin. Danke an unsere Aussteller &amp; Besucher! Mehr Geld für Berlin -&gt; mehr Geld für die Energiewende! #belektro &amp; #SmartHK für die #Energiewende. https://t.co/sO0o5rv5E6	1
1617188284232339458	Sexuelle Übergriffe und Einbrüche durch Flüchtlinge in Peutenhausen: Ein... https://t.co/2bfiEpQGlB via @YouTube	0
1619678134147887109	Ohne Zuwanderung können wir den Fachkräftemangel nicht ausgleichen, sagen Arbeitsmarktexperten. Gleichzeitig gibt es viele Menschen in Deutschland, die arbeiten wollen, aber nicht dürfen. Könnten sie helfen, den Fachkräftemangel zu lindern?\n\nhttps://t.co/RBLg8Jkooi	2
1593927273824108548	6/6 👉 Dieses Ziel unterstützen wir uneingeschränkt. Wir fordern die verantwortlichen Politiker*innen auf, ihre Bemühungen zum #Klimaschutz um ein Vielfaches zu intensivieren und zu beschleunigen!\n🌏🌱✊️\n\n#klimaprotest #klimakrise #klimapolitik #letztegeneration #vpartei https://t.co/bqvQmelV4x	1
1626574133659336706	https://t.co/VnBTLzezd3 das intresiert diese Affen in der Regierung nicht Hauptsache sie bekommen ihren eigene Geldbörse voll. Der Wähler interessiert erst wenn Wahlen anstehen wieder. Die wollen ja am Trog bleibenUnd wenn sie scheisse machen bekommen sie ja trotzdem ihre Diäten	2
1607664691907624965	Für den Krieg und pro Impfung sind faschistoide Grundeinstellungen. In ihrer Selbstwahrnehmungen sehen diese Menschen sich als linke Menschenfreunde. Ganz schön irre	2
1610198068359479296	„Kernkraft hätte die Rolle übernehmen können, die heute Kohle und Gas spielen müssen. Sich dieser Einsicht zu verschließen ist das größte Glaubwürdigkeitsproblem der Grünen und der SPD“.\n\nDeutsche Energiepolitik: Der fossile Schatten via @faznet https://t.co/XSQnupmn6n	0
1617135427298656256	Dem @derspiegel liegt wohl eine Bestandsaufnahme der #Bundeswehr zu den Leopard-Panzern aus dem Frühsommer vor.\nSollte das stimmen, hätten #Pistorius und #Scholz gelogen‼️\nAber #Lügen sind bei Scholz ja tägliches Geschäft‼️\n#Ukraine #Krieg #Leopard #Panzer https://t.co/9XCe8i1dQo	0
1616593366254510080	Genau diese Debatten und Artikel treiben Menschen aus der Mitte in die Radikalisierung. Was für ein Hohn, angesichts dessen, was sich tatsächlich abgespielt hat. https://t.co/SxeyqE9f4Y	0
1616176943283453953	Die Eurokrise ist eine vielschichtige Krise der Europäischen Währungsunion ab 2010. Sie umfasst eine Staatsschuldenkrise, Bankenkrise und Wirtschaftskrise. Von dem Zeitpunkt an, wurde Europa mit frisch gedruckten Euros nur so geflutet. Ergebnis: Inflation! @cem_oezdemir https://t.co/rUHz7Yg974	2
1599780872131170304	.@BakerMcGER Partnerin @anahita_thoms aktuell im \n@ntvde Podcast #DieStundeNull: Zum Thema welche Wirkung haben #Wirtschaftssanktionen - wenn der Westen die richtigen Mittel einsetzt, können smarte #Sanktionen erfolgreich sein: https://t.co/VbwDwbgTNS https://t.co/p8g2Sxnr8G	0
1615475484770410516	Schon wiedaaa die #StrackZimmermann bei #Lanz 😑.. nervvvv!!!! Boaa ich ertrag diese Kriegstreiberin nicht mehr 🤬🤬🤬🤬.	2
1626485232579891209	Warum protestiert #fff eigentlich noch nicht für die Reduktion von schwarzen Flächen in Antworten auf #IFG-Anfragen?\n\nIst immerhin Verschwendung unserer natürlichen Ressourcen …	1
1621791233319264256	Hessischer integrationsgesetz Entwurf der @fdp_hlt enthält auch Erkenntnis,dass wir bleiberechtsberatungsstellen brauchen... Selbst mit @gruenehessen bislang kein Millimeter Bewegung seit Jahren https://t.co/S8mmdSdoEp	0
1613797700402651136	#McKinsey:\nUm die Stromkosten bis zum Jahr 2025 entscheidend zu senken, braucht man Gas und Kernkraftwerke.\n @Nuklearia @VeroWendland\n\nhttps://t.co/LTX1xL0bAN	2
1587844702799380480	Auch die Parteizentrale der #Gruenen wurde angesprüht. Hoffentlich erkennen nun auch der letzte #Gruene, was man sich dort selbst herangezogen hat. \n\n#LetzteGeneration \n#letzteDegeneration https://t.co/T6C9DButBW	2
1609914551293677569	und nachts oder bei Flaute muß für teuer Geld die #Gas Turbine angeworfen werden, weil es sonst gar keinen Strom geben würde.\n\nEin Professor als Märchenerzähler im Auftrag des Staates. https://t.co/f82xQXxDI7	2
1615838372592853014	Danke @ClaudMajor für die klaren Worte. 100% auf den Punkt gebracht. Das sollte nun auch der letzte Zauderer und Verhandlungsidealist verstandenen haben. #StandWithUkraine️ #FreeTheLeopards #NAFO #NAFOfellas https://t.co/dNYN3Y5dXD	1
1620152633137799179	Wie damals; ohne Luftüberlegenheit bricht die Verteidigung irgendwann zusammen. Daher F-16 oben und A-10 unten.  https://t.co/by3AUeEMye	1
1614870436839301120	Liebe Bundesregierung @RegSprecher\n\nwie wollen wir eigentlich Brasilien davon überzeugen den Regenwald zu schützen und Indien dazu bringen weniger Kohle zu nutzen, wenn wir mit aller staatlichen Macht die Zerstörung der Umwelt voran treiben?\n#Luetzerath\n#Klimakatastrophe	1
1631268396875620354	Die Zerstörung unsere Demokratie und unseres Landes durch die @AfD ist in vollem Gang. https://t.co/WFYYonZK41	0
1600396068310568960	Ein Prinz aus der Reichsbürgerszene plante einen Umsturz und die Übernahme der Regierung ... uff \nLachen oder Weinen oder Gruseln ist die Frage? \n\n@ZDF	0
1616932187722358784	Alle aufgeklärten Menschen in Europa sollten über ein drängendes Thema sprechen: die Schwierigkeiten bei der Integration, vor allem, was den Islam in seiner politischen und radikalen Form angeht. #Integrationsproblem	2
1593976616262287361	Ich habe einen Test für Euch gemacht und kann berichten: Außenwände an der Nordseite von Häusern aus den frühen 70ern reagieren selbst bei größter Aufmerksamkeit (Stoßlüften, anwärmen, Tür geschlossen halten) nach 1 paar Wochen mit #Schimmel. \n#Heizen #Gaspreise	2
1626540560336007169	Ist die #MSK noch eine #Sicherheitskonferenz? Oder schon eine #Konferenz, die uns noch mehr #Unsicherheit und #Kriegstreiberei bescheren wird?\n#Ukraine #MuenchnerSicherheitskonferenz #MunichSecurityConference	2
1614032564104368128	#Berlin braucht endlich Ordnung und eine kompetente Regierung. #Giffey und erst Recht nicht die #jarasch können das. Die haben diese Stadt ruiniert und gehören endlich abgewählt. #GruenerMist https://t.co/5UOv6PenzW	2
1618207991672762372	Wer früh Gas sparte, wird nun bestraft ‼️😡‼️👹‼️😡‼️👹👎\nhttps://t.co/ssKO0pid0P	2
1619016260930633728	. @GrueneCH und @spschweiz liefern konkrete lösungen gegen #klimawandel, für #energiewende, für ein bezahlbares #gesundheitssystem, etc und @SVPch ? will das #gendern verbieten 🤦🏻\u200d♂️ dumm, dümmer, #nosvp 🤮🖕 https://t.co/4dTGAB4NgN	1
1634481753300533248	dass sehr viele mitbürger:innen mit migrationshintergrund hierzulande zwar steuern u versicherungsbeiträge zahlen, aber nicht wählen dürfen, spielt dem rechtskonservativen trupp erfolgreich in die hände.	1
1619768451496824833	"Ich finde Hans Peter Doskozil sollte jetzt die SPÖ übernehmen, denn wenn es in Österreich für etwas einen Marktlücke gibt, dann für ""migrationskritische"" Parteien.\n\n#ltwnoe\n#ltw23"	0
1615309839818702849	#Verteidigungsministerin Der Rücktritt von #Lambrecht  war sicher die beste Nachricht der Woche. Ich hoffe der neue #Verteidigungsminister #pistorius zeigt Eier und liefert endlich GENÜGEND #Panzer an die #Ukraine️. #RussiaIsATerroristState #UkraineWillResist	1
1622215382021935104	Wir haben eine Zuwanderung von 3 Millionen seit 2015. Aber ja bei dir ist ja alles Rassismus was nicht links vom Teller ist, Mäuschen. \n\nKleiner Tipp wenn es dir nicht gefällt kannst du jederzeit wieder gehen. :) https://t.co/8G3ApIcLTc	2
1597292656345899009	Die Ukraine muss die Fähigkeiten besitzen die russischen Verbrecher im Schwarzen Meer zu stoppen! https://t.co/WGmWgoV2XD	1
1631407482324090880	Es ist nur noch traurig, und perfide, was die Regierung in Berlin abliefert!!! https://t.co/hH8aVJ9PtD	2
